Conventions,G,BADC-CSV,1
title,G,Midas-open: Station site metadata for uk-soil-temperature-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point collection
observation_station,G,UK land surface observing network
location,G,UK
collection_name,G,midas-open
collection_version_number,G,dataset-version-201908
date_valid,G,2019-08-20
history,G,Created 2019-08-20
last_revised_date,G,2019-08-20
comments,G,This file contains geographic and temporal information for the stations covered in this version of the uk-soil-temperature-obs part of the MIDAS-open collection
comments,G,The temporal range given here is in relation to the data temporal range available for this station within this dataset and may differ from other dates for the given station in other MIDAS-open datasets
comments,G,The geographic location relates to the currently recorded station location to 3 decimal places of latitude and longitude
comments,G,If more precise geographical location information is required please contact the Met Office directly as there may be data management restrictions for stations located on private property
comments,G,Further station-specific details are given in each station folder in the associated capability files
comments,G,For fuller station metadata please use the MIDAS station search tool available from the Centre for Environmental Data Analysis
coordinate_variable,src_id,x
long_name,src_id,The unique MIDAS identifier for the station,1
type,src_id,int
comments,src_id,This is a unique ID ascribed to this station within the MIDAS system. It is used across MIDAS as a way to join related data and metadata together where a site may have used different identifiers for different meteorological reports over time.
long_name,station_name,The name for this station,1
type,station_name,char
long_name,station_file_name,The filename used for this station,1
type,station_file_name,char
comments,station_file_name,The filename is derived from the station name but replacing spaces with - as necessary
long_name,historic_county,the historic county this station is within,1
type,historic_county,char
comments,historic_county,Within MIDAS stations are associated with a set of fixed historic county definitions for the UK and are not amended to reflect modern county boundary changes. For more details refer to the MIDAS documentation.
long_name,station_latitude,The station latitude (WGS84),degrees
type,station_latitude,float
long_name,station_longitude,The station longitude (WGS84),degrees
type,station_longitude,float
long_name,station_elevation,The station elevation,m
type,station_elevation,float
comments,station_elevation,The station elevation in metres above mean sea level
long_name,first_year,first year of data associated with this station in this dataset,year
type,first_year,float
comments,first_year,This relates to the first year of available data within this version of this dataset. The first year may differ for this station within other datasets of Midas-open
long_name,last_year,last year of data associated with this station in this dataset,year
type,last_year,float
comments,last_year,This relates to the last year of data associated with this station in this dataset. It does not indicate whether the station is currently operational and the last year may differ for this station within other datasets of Midas-open
comments,last_year,The first and last year indicate simply the year of first and last available data in this dataset. They do not indicate the availability of data between those dates or availability of data within other datasets of Midas-open
data
src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
00413,SANTON DOWNHAM,santon-downham,suffolk,52.459,0.671,6,1988,2018
00414,SOUTH RAYNHAM,south-raynham,norfolk,52.771,0.778,68,1992,2000
00417,BRESSINGHAM,bressingham,norfolk,52.387,1.052,35,1987,1991
00419,EAST DEREHAM,east-dereham,norfolk,52.685,0.949,53,1967,1975
00420,"MELTON CONSTABLE, STODY ESTATE",melton-constable-stody-estate,norfolk,52.859,1.073,54,1993,2003
00421,WEYBOURNE,weybourne,norfolk,52.949,1.122,21,1993,2011
00422,MORLEY ST BOTOLPH,morley-st-botolph,norfolk,52.555,1.039,46,1968,2005
00423,COSTESSEY,costessey,norfolk,52.663,1.216,18,1973,1975
00426,CROMER,cromer,norfolk,52.934,1.291,37,1931,2008
00427,SCOLE,scole,norfolk,52.365,1.158,27,1971,1980
00428,SPROWSTON,sprowston,norfolk,52.662,1.327,28,1959,1968
00429,COLTISHALL,coltishall,norfolk,52.757,1.351,17,2000,2006
00431,BURLINGHAM,burlingham,norfolk,52.637,1.506,27,1959,1975
00432,GORLESTON,gorleston,norfolk,52.572,1.738,4,1930,1984
00433,HEMSBY,hemsby,norfolk,52.686,1.687,13,1982,2001
00435,BROOMS BARN,brooms-barn,suffolk,52.261,0.566,75,1964,2018
00436,CAVENDISH,cavendish,suffolk,52.091,0.628,55,1978,2011
00438,HONINGTON,honington,suffolk,52.34,0.77,51,1997,2003
00439,EAST BERGHOLT,east-bergholt,suffolk,51.96,1.023,7,1998,2017
00440,WATTISHAM,wattisham,suffolk,52.124,0.957,89,1997,2018
00441,HAUGHLEY,haughley,suffolk,52.236,0.973,62,1974,1982
00444,LEVINGTON,levington,suffolk,52.012,1.264,22,1977,1996
00445,WESTLETON,westleton,suffolk,52.247,1.621,10,1993,2015
00449,LOWESTOFT,lowestoft,suffolk,52.49,1.744,25,1900,2003
00450,"BOXWORTH, HOME PADDOCK",boxworth-home-paddock,cambridgeshire,52.257,-0.028,48,1959,1976
00451,"BOXWORTH, SAMSON FIELD",boxworth-samson-field,cambridgeshire,52.251,-0.033,53,1977,2002
00452,MEPAL,mepal,cambridgeshire,52.422,0.1,-2,1967,2005
00453,MARCH,march,cambridgeshire,52.55,0.093,2,1998,1998
00454,"CAMBRIDGE, BOTANIC GARDEN",cambridge-botanic-garden,cambridgeshire,52.194,0.129,13,1911,2018
00455,"CAMBRIDGE, NIAB",cambridge-niab,cambridgeshire,52.245,0.1,26,1959,2018
00456,MONKS WOOD,monks-wood,cambridgeshire,52.402,-0.237,41,1963,2018
00458,WOBURN,woburn,bedfordshire,52.014,-0.596,89,1959,2018
00459,DUNSTABLE,dunstable,bedfordshire,51.886,-0.54,157,1957,1960
00461,BEDFORD,bedford,bedfordshire,52.227,-0.465,85,1982,2018
00463,"LUTON, WARDOWN PARK",luton-wardown-park,bedfordshire,51.897,-0.419,116,1959,1963
00464,SILSOE,silsoe,bedfordshire,52.01,-0.41,59,1959,1997
00465,CARDINGTON,cardington,bedfordshire,52.104,-0.423,29,1960,1980
00466,LUTON,luton,bedfordshire,51.882,-0.377,158,1967,1988
00469,ALDENHAM SCHOOL NO 2,aldenham-school-no-2,hertfordshire,51.662,-0.328,91,1965,2007
00471,ROTHAMSTED,rothamsted,hertfordshire,51.807,-0.36,128,1916,2018
00472,"ST ALBANS, OAKLANDS",st-albans-oaklands,hertfordshire,51.756,-0.288,80,1959,1984
00475,BAYFORDBURY,bayfordbury,hertfordshire,51.776,-0.095,67,1959,1960
00476,STANSTEAD ABBOTS,stanstead-abbots,hertfordshire,51.773,0.012,30,1959,1986
00477,HODDESDON,hoddesdon,hertfordshire,51.777,-0.017,43,1959,1988
00481,HIGH BEACH,high-beach,essex,51.664,0.041,110,1978,2018
00483,HARLOW,harlow,essex,51.77,0.13,79,1963,1981
00484,STANSTED,stansted,essex,51.881,0.223,101,1982,1997
00487,WRITTLE,writtle,essex,51.734,0.429,32,1959,2018
00489,CORYTON,coryton,essex,51.513,0.515,3,1959,1963
00491,HALSTEAD,halstead,essex,51.947,0.645,70,1975,1992
00494,EARLS COLNE,earls-colne,essex,51.927,0.701,51,1959,1975
00496,"SOUTHEND, SOUTHCHURCH PARK",southend-southchurch-park,essex,51.532,0.738,4,1998,2004
00498,"SHOEBURYNESS, LANDWICK",shoeburyness-landwick,essex,51.555,0.827,2,2000,2018
00502,CLACTON-ON-SEA,clacton-on-sea,essex,51.785,1.148,16,1959,1995
00509,MALHAM TARN,malham-tarn,north-yorkshire,54.1,-2.164,381,1959,2018
00512,"BINGLEY, NO 1",bingley-no-1,west-yorkshire,53.846,-1.862,186,1959,1961
00513,"BINGLEY, NO 2",bingley-no-2,west-yorkshire,53.811,-1.867,262,2000,2018
00514,HUDDERSFIELD,huddersfield,west-yorkshire,53.645,-1.755,99,1959,1977
00515,"HUDDERSFIELD, OAKES",huddersfield-oakes,west-yorkshire,53.656,-1.831,232,1957,1986
00516,BRADFORD,bradford,west-yorkshire,53.814,-1.774,134,1908,2018
00523,LEEDS WEATHER CENTRE,leeds-weather-centre,west-yorkshire,53.801,-1.561,64,2000,2000
00524,HARROGATE,harrogate,north-yorkshire,54.015,-1.539,66,2000,2000
00525,SHEFFIELD,sheffield,south-yorkshire,53.381,-1.491,131,1994,2008
00528,WAKEFIELD,wakefield,west-yorkshire,53.675,-1.506,35,1959,1965
00530,KILLINGHALL,killinghall,north-yorkshire,54.015,-1.585,111,1959,1961
00531,ROTHERHAM,rotherham,south-yorkshire,53.426,-1.347,86,1959,1970
00533,CHURCH FENTON,church-fenton,north-yorkshire,53.836,-1.199,8,1998,2013
00534,BRAMHAM,bramham,west-yorkshire,53.869,-1.319,54,1959,2018
00535,CAWOOD,cawood,north-yorkshire,53.828,-1.148,6,1959,2018
00536,ASKHAM BRYAN,askham-bryan,north-yorkshire,53.923,-1.163,32,1959,2005
00539,BUXTON,buxton,derbyshire,53.258,-1.914,307,1912,2018
00542,COTON-IN-THE-ELMS,coton-in-the-elms,derbyshire,52.737,-1.641,85,1992,2018
00551,MORLEY,morley,derbyshire,52.957,-1.429,105,1959,2006
00552,WINGERWORTH NO 2,wingerworth-no-2,derbyshire,53.194,-1.435,115,1968,1991
00554,SUTTON BONINGTON,sutton-bonington,nottinghamshire,52.836,-1.251,43,1959,2018
00556,"NOTTINGHAM, WATNALL",nottingham-watnall,nottinghamshire,53.006,-1.251,117,1982,2018
00558,MANSFIELD NO 2,mansfield-no-2,nottinghamshire,53.151,-1.19,114,1961,1987
00559,NOTTINGHAM,nottingham,nottinghamshire,52.95,-1.155,59,1959,1982
00561,WARSOP,warsop,nottinghamshire,53.223,-1.116,46,1959,2006
00562,FINNINGLEY,finningley,south-yorkshire,53.483,-1.008,10,1982,1995
00564,SOUTHWELL,southwell,nottinghamshire,53.064,-0.963,70,1989,1993
00565,WEST RETFORD,west-retford,nottinghamshire,53.338,-0.956,14,1994,1996
00566,WISETON,wiseton,nottinghamshire,53.396,-0.932,6,1979,1995
00567,CLARBOROUGH,clarborough,nottinghamshire,53.341,-0.901,21,1987,1993
00573,LEICESTER,leicester,leicestershire,52.632,-1.081,81,1959,1963
00574,BROOKSBY HALL NO 2,brooksby-hall-no-2,leicestershire,52.732,-0.996,70,1979,1996
00576,COTTESMORE,cottesmore,leicestershire,52.727,-0.656,136,2011,2011
00577,BUGBROOKE MILL,bugbrooke-mill,northamptonshire,52.221,-1.005,76,1964,1978
00578,"NORTHAMPTON, MOULTON PARK",northampton-moulton-park,northamptonshire,52.274,-0.881,127,1976,2018
00580,RAUNDS,raunds,northamptonshire,52.338,-0.547,59,1959,1992
00583,WITTERING,wittering,cambridgeshire,52.612,-0.468,74,1998,2018
00586,"WINTERBOURNE, UNIVERSITY OF BIRMINGHAM",winterbourne-university-of-birmingham,west-midlands,52.454,-1.924,130,1988,2012
00588,LUDDINGTON NO 2,luddington-no-2,warwickshire,52.173,-1.776,42,1959,1967
00589,LUDDINGTON,luddington,warwickshire,52.173,-1.757,56,1968,1989
00590,STRATFORD-UPON-AVON,stratford-upon-avon,warwickshire,52.192,-1.762,49,1959,2001
00592,SHIPSTON-ON-STOUR,shipston-on-stour,warwickshire,52.064,-1.691,111,1959,1982
00593,ELMDON,elmdon,west-midlands,52.453,-1.742,96,1982,1998
00595,CHURCH LAWFORD,church-lawford,warwickshire,52.359,-1.331,107,1993,2018
00596,WELLESBOURNE,wellesbourne,warwickshire,52.206,-1.605,47,1959,2018
00597,"COVENTRY, TORRINGTON AVENUE",coventry-torrington-avenue,west-midlands,52.399,-1.575,107,1966,1973
00598,"COVENTRY, BABLAKE",coventry-bablake,west-midlands,52.414,-1.521,89,1984,1998
00599,MORETON MORRELL,moreton-morrell,warwickshire,52.195,-1.554,85,1959,1988
00600,COVENTRY AIRPORT,coventry-airport,warwickshire,52.366,-1.49,81,1974,1979
00601,COVENTRY,coventry,warwickshire,52.394,-1.519,103,1951,1966
00603,LONG LAWFORD,long-lawford,warwickshire,52.379,-1.307,87,1974,1977
00604,RUGBY,rugby,warwickshire,52.37,-1.257,117,1959,2000
00605,BRIZE NORTON,brize-norton,oxfordshire,51.758,-1.578,82,1982,2018
00606,OXFORD,oxford,oxfordshire,51.761,-1.264,63,1930,2018
00607,SOUTH NEWINGTON,south-newington,oxfordshire,51.998,-1.406,105,1995,2018
00609,SHIRBURN MODEL FARM,shirburn-model-farm,oxfordshire,51.669,-0.996,108,1969,2018
00613,BENSON,benson,oxfordshire,51.62,-1.099,57,1991,2018
00616,GRENDON UNDERWOOD,grendon-underwood,buckinghamshire,51.889,-1.016,67,1964,2000
00618,AYLESBURY,aylesbury,buckinghamshire,51.796,-0.782,96,1959,1985
00620,CHENIES NO 2,chenies-no-2,buckinghamshire,51.69,-0.534,139,1992,1998
00622,KEELE,keele,staffordshire,52.999,-2.27,179,1959,2018
00623,OAKEN,oaken,staffordshire,52.625,-2.213,125,1959,1982
00624,WHEATON ASTON,wheaton-aston,staffordshire,52.717,-2.226,111,1959,1960
00625,STONE NO 2,stone-no-2,staffordshire,52.886,-2.183,107,1960,1990
00626,PENKRIDGE,penkridge,staffordshire,52.702,-2.12,101,1959,2004
00630,ONECOTE,onecote,staffordshire,53.116,-1.949,411,1959,1969
00631,DENSTONE,denstone,staffordshire,52.957,-1.866,140,2001,2001
00634,PENNERLEY,pennerley,shropshire,52.59,-2.95,357,1991,2008
00635,OSWESTRY SCHOOL,oswestry-school,shropshire,52.856,-3.063,139,1999,1999
00636,EDGE,edge,shropshire,52.674,-2.891,126,1988,2018
00638,PRESTON MONTFORD,preston-montford,shropshire,52.725,-2.842,71,1976,2018
00639,"SHREWSBURY, SHELTON",shrewsbury-shelton,shropshire,52.715,-2.794,87,1984,1985
00640,"SHREWSBURY, MONKMOOR S WKS",shrewsbury-monkmoor-s-wks,shropshire,52.718,-2.718,55,1959,1983
00641,LUDLOW COLLEGE NO 2,ludlow-college-no-2,shropshire,52.367,-2.723,107,1997,1997
00643,SHAWBURY,shawbury,shropshire,52.795,-2.665,72,1982,2018
00646,NETHERCOTT,nethercott,shropshire,52.405,-2.476,150,1994,1994
00647,DETTON HALL,detton-hall,shropshire,52.413,-2.491,153,1994,2003
00648,COALBROOKDALE,coalbrookdale,shropshire,52.64,-2.494,73,2001,2001
00651,NEWPORT (SALOP),newport-salop,shropshire,52.778,-2.428,66,1959,2018
00653,MALVERN,malvern,hereford-and-worcester,52.113,-2.308,62,1913,2008
00655,WORCESTER,worcester,hereford-and-worcester,52.18,-2.187,58,1959,1969
00657,PERSHORE,pershore,hereford-and-worcester,52.148,-2.041,35,1993,2018
00658,PERSHORE COLLEGE,pershore-college,hereford-and-worcester,52.1,-2.06,37,1959,2018
00661,IPSLEY S WKS,ipsley-s-wks,hereford-and-worcester,52.288,-1.911,73,1966,1974
00663,HALESOWEN,halesowen,west-midlands,52.438,-2.076,153,1956,2004
00664,MADLEY,madley,hereford-and-worcester,52.031,-2.842,78,2001,2001
00665,HEREFORD,hereford,hereford-and-worcester,52.045,-2.701,51,1970,1979
00668,"BROMYARD, BATCHLEY FARM",bromyard-batchley-farm,hereford-and-worcester,52.214,-2.587,250,1984,2015
00669,SHOBDON AIRFIELD,shobdon-airfield,hereford-and-worcester,52.243,-2.886,99,1992,2018
00671,ROSS-ON-WYE,ross-on-wye,hereford-and-worcester,51.911,-2.586,67,1930,2018
00672,"WORCESTER, CORNMEADOW",worcester-cornmeadow,hereford-and-worcester,52.224,-2.225,30,1983,1986
00673,PRESTON WYNNE,preston-wynne,hereford-and-worcester,52.125,-2.638,84,1959,2008
00676,FILTON,filton,avon,51.522,-2.577,59,2001,2018
00680,SLIMBRIDGE,slimbridge,gloucestershire,51.74,-2.404,5,1997,1997
00682,RANDWICK,randwick,gloucestershire,51.762,-2.246,200,1989,2003
00683,HEMPSTED,hempsted,gloucestershire,51.84,-2.276,12,1959,1975
00687,CHELTENHAM,cheltenham,gloucestershire,51.895,-2.08,65,1926,2000
00688,CIRENCESTER,cirencester,gloucestershire,51.709,-1.996,133,1959,2018
00691,WESTONBIRT,westonbirt,gloucestershire,51.607,-2.221,135,1983,2018
00692,LITTLE RISSINGTON,little-rissington,gloucestershire,51.861,-1.693,210,1993,2018
00694,KENSINGTON PALACE,kensington-palace,greater-london,51.506,-0.187,25,1959,1978
00695,HAMPSTEAD,hampstead,greater-london,51.561,-0.18,137,2008,2008
00697,"LONDON, ST JAMES'S PARK",london-st-jamess-park,greater-london,51.505,-0.131,5,1980,2018
00701,CAMDEN SQUARE,camden-square,greater-london,51.545,-0.132,37,1959,1969
00708,HEATHROW,heathrow,greater-london,51.479,-0.451,25,2008,2011
00709,NORTHOLT,northolt,greater-london,51.549,-0.417,33,1995,2018
00712,WEALDSTONE,wealdstone,greater-london,51.595,-0.35,53,1959,1962
00713,HARROW WEALD,harrow-weald,greater-london,51.615,-0.336,98,1974,1981
00714,SOUTHGATE,southgate,greater-london,51.641,-0.124,67,1959,1987
00716,"ENFIELD, MIDDLESEX POLYTECHNIC",enfield-middlesex-polytechnic,greater-london,51.646,-0.047,17,1973,1990
00717,ENFIELD,enfield,greater-london,51.636,-0.038,51,1964,1964
00718,MERRIST WOOD,merrist-wood,surrey,51.274,-0.618,51,1973,1997
00719,WISLEY,wisley,surrey,51.311,-0.476,38,1905,2018
00720,MICKLEHAM,mickleham,surrey,51.261,-0.321,55,1969,2018
00723,KEW GARDENS,kew-gardens,greater-london,51.482,-0.294,6,1981,2018
00725,GATWICK,gatwick,west-sussex,51.152,-0.193,59,1994,1998
00726,KENLEY AIRFIELD,kenley-airfield,greater-london,51.304,-0.092,170,1993,2018
00733,EYNSFORD,eynsford,kent,51.37,0.206,43,1991,2008
00734,SWANLEY,swanley,kent,51.41,0.173,54,1959,1967
00737,TUNBRIDGE WELLS,tunbridge-wells,kent,51.131,0.268,107,1959,1964
00738,HADLOW COLLEGE,hadlow-college,kent,51.223,0.33,27,1966,1994
25315,ORKNEY: LOCH OF HUNDLAND,orkney-loch-of-hundland,orkney,59.112,-3.229,28,2012,2018
00742,GOUDHURST,goudhurst,kent,51.077,0.46,85,1981,2006
00743,LANGDON BAY,langdon-bay,kent,51.134,1.343,117,2011,2011
00744,EAST MALLING,east-malling,kent,51.288,0.448,33,1959,2018
00745,CHATHAM SOUTH,chatham-south,kent,51.365,0.523,91,1977,1979
00746,ULCOMBE,ulcombe,kent,51.197,0.636,47,1996,1996
00751,SITTINGBOURNE,sittingbourne,kent,51.319,0.712,69,1959,1966
00756,THROWLEY,throwley,kent,51.231,0.839,150,1959,1975
00757,FAVERSHAM,faversham,kent,51.297,0.878,46,1959,1998
00760,WYE,wye,kent,51.185,0.945,56,1959,2006
00762,"FOLKESTONE, FAIRWAY AVENUE",folkestone-fairway-avenue,kent,51.089,1.16,31,1972,2003
00763,FOLKESTONE,folkestone,kent,51.078,1.178,39,1919,1971
00765,HERNE BAY NO 2,herne-bay-no-2,kent,51.358,1.135,40,1985,1997
00767,ELMSTONE NO 2,elmstone-no-2,kent,51.3,1.245,5,1981,1981
00768,"HERNE BAY, MAYSTREET S WKS",herne-bay-maystreet-s-wks,kent,51.363,1.172,31,1972,1979
00770,DOVER,dover,kent,51.121,1.314,6,1918,1976
00775,MANSTON,manston,kent,51.347,1.335,49,1982,2018
00777,"MARGATE, NORTH DOWN",margate-north-down,kent,51.381,1.42,42,1994,2008
00778,MARGATE,margate,kent,51.392,1.402,16,1915,1988
00779,THORNEY ISLAND,thorney-island,west-sussex,50.815,-0.922,4,1992,2018
00781,ROGATE,rogate,west-sussex,51.007,-0.848,64,1969,1993
00782,BOGNOR REGIS,bognor-regis,west-sussex,50.782,-0.677,7,1959,2017
00785,FERNHURST,fernhurst,west-sussex,51.032,-0.706,57,1959,1981
00786,LITTLEHAMPTON,littlehampton,west-sussex,50.807,-0.535,5,1959,1979
00787,RUSTINGTON,rustington,west-sussex,50.821,-0.518,3,1960,1995
00790,NORTH HEATH,north-heath,west-sussex,50.994,-0.478,21,1968,1989
00791,"BRIGHTON, WHITEHAWK",brighton-whitehawk,east-sussex,50.832,-0.11,120,1983,1985
00792,WORTHING NO 2,worthing-no-2,west-sussex,50.814,-0.365,7,1959,1971
00793,WORTHING,worthing,west-sussex,50.819,-0.355,2,1971,1993
00795,SHOREHAM AIRPORT,shoreham-airport,west-sussex,50.836,-0.293,2,2011,2011
00797,BRIGHTON,brighton,east-sussex,50.821,-0.137,10,1959,1981
00801,BRIGHTON NO 2,brighton-no-2,east-sussex,50.825,-0.113,116,1987,1992
00803,PLUMPTON,plumpton,east-sussex,50.906,-0.071,76,1965,2003
00805,EAST GRINSTEAD NO 2,east-grinstead-no-2,west-sussex,51.116,-0.023,122,1959,1965
00808,EASTBOURNE,eastbourne,east-sussex,50.759,0.283,15,1911,2017
00811,"HERSTMONCEUX, WEST END",herstmonceux-west-end,east-sussex,50.891,0.317,52,1995,2018
00812,BEXHILL,bexhill,east-sussex,50.838,0.464,4,1923,2012
00814,LIPHOOK,liphook,hampshire,51.08,-0.815,98,1983,1988
00817,BODIAM,bodiam,east-sussex,50.996,0.542,22,1959,1975
00818,HASTINGS,hastings,east-sussex,50.856,0.57,45,1935,2017
00819,LAMBOURN,lambourn,berkshire,51.533,-1.49,192,1973,1996
00820,LETCOMBE REGIS,letcombe-regis,oxfordshire,51.574,-1.453,107,1973,1984
00823,COMPTON,compton,berkshire,51.518,-1.253,103,1959,1969
00824,WOOLHAMPTON,woolhampton,berkshire,51.409,-1.17,113,1959,1964
00825,WALLINGFORD,wallingford,oxfordshire,51.603,-1.113,47,1960,2018
00827,"ARBORFIELD, NAT INST RES DAIRYING",arborfield-nat-inst-res-dairying,berkshire,51.41,-0.913,49,1980,1992
00828,"SHINFIELD, NAT INST RES DAIRYING",shinfield-nat-inst-res-dairying,berkshire,51.41,-0.953,62,1975,1980
00829,"SHINFIELD, DEPT AGRIC BOTANY",shinfield-dept-agric-botany,berkshire,51.412,-0.946,61,1959,1975
00830,"READING UNIVERSITY, WHITEKNIGHTS",reading-university-whiteknights,berkshire,51.441,-0.938,66,1968,2018
00832,READING UNIVERSITY,reading-university,berkshire,51.45,-0.962,45,1959,1967
00834,FINCHAMPSTEAD,finchampstead,berkshire,51.363,-0.862,65,1959,1973
00835,"WOKINGHAM, ST CRISPINS SCHOOL",wokingham-st-crispins-school,berkshire,51.41,-0.821,61,1959,1961
00836,"HURLEY, RESEARCH INSTITUTE",hurley-research-institute,berkshire,51.539,-0.815,43,1959,1992
00838,"BRACKNELL, BEAUFORT PARK",bracknell-beaufort-park,berkshire,51.39,-0.786,74,1971,2003
00839,BRACKNELL MET OFFICE HQ,bracknell-met-office-hq,berkshire,51.416,-0.745,74,1962,1971
00840,BOURNEMOUTH,bournemouth,dorset,50.727,-1.885,40,1913,1977
00841,"BOURNEMOUTH, DORSET TECH COLLEGE",bournemouth-dorset-tech-college,dorset,50.742,-1.894,50,1978,1980
00842,HURN,hurn,dorset,50.779,-1.836,10,1982,2018
00843,"BOURNEMOUTH, KINGS PARK",bournemouth-kings-park,dorset,50.734,-1.824,27,1982,2018
00844,IBSLEY,ibsley,hampshire,50.884,-1.772,27,1992,1993
00846,EVERTON,everton,hampshire,50.742,-1.575,16,1959,2003
00847,MIDDLE WALLOP,middle-wallop,hampshire,51.15,-1.57,90,2011,2015
00848,"SOUTHAMPTON, MAYFLOWER PARK",southampton-mayflower-park,hampshire,50.899,-1.41,3,1970,2000
00849,"SOUTHAMPTON, EAST PARK",southampton-east-park,hampshire,50.905,-1.405,20,1959,1969
00850,SOUTHAMPTON,southampton,hampshire,50.901,-1.404,19,1994,1994
00851,SPARSHOLT,sparsholt,hampshire,51.085,-1.392,113,1976,1991
00852,LECKFORD,leckford,hampshire,51.124,-1.441,117,1959,2012
00855,OTTERBOURNE W WKS,otterbourne-w-wks,hampshire,51.009,-1.335,34,1985,2010
00856,WINCHESTER,winchester,hampshire,51.062,-1.324,82,1959,1975
00858,SOLENT,solent,hampshire,50.808,-1.211,9,1987,2011
00859,MARTYR WORTHY,martyr-worthy,hampshire,51.103,-1.263,85,1959,2002
00860,"KINGSCLERE, STRATTONS FARM",kingsclere-strattons-farm,hampshire,51.344,-1.265,102,1994,2002
00862,ODIHAM,odiham,hampshire,51.239,-0.945,118,1998,2018
00864,"BUTSER, HILLHAMPTON",butser-hillhampton,hampshire,50.963,-0.982,122,1976,1990
00865,"BUTSER, WINDMILL HILL",butser-windmill-hill,hampshire,50.944,-0.976,92,1990,2009
00866,LITTLE BUTSER,little-butser,hampshire,50.983,-0.977,183,1976,1990
00867,LONG SUTTON,long-sutton,hampshire,51.213,-0.93,145,1959,2001
00868,ALICE HOLT LODGE,alice-holt-lodge,hampshire,51.178,-0.85,115,1959,2018
00869,SOUTH FARNBOROUGH,south-farnborough,hampshire,51.28,-0.773,65,1993,2018
00876,WIGHT: ST CATHERINES POINT,wight-st-catherines-point,isle-of-wight,50.576,-1.297,20,2011,2011
00877,WIGHT: VENTNOR PARK,wight-ventnor-park,isle-of-wight,50.593,-1.213,60,1959,2017
00878,WIGHT: SHANKLIN,wight-shanklin,isle-of-wight,50.624,-1.181,55,2008,2015
00881,TROWBRIDGE,trowbridge,wiltshire,51.324,-2.224,37,1977,1983
00883,LACOCK,lacock,wiltshire,51.431,-2.115,49,1959,2018
00886,LYNEHAM,lyneham,wiltshire,51.503,-1.992,145,2000,2018
00888,LARKHILL,larkhill,wiltshire,51.202,-1.806,132,2002,2018
00889,BOSCOMBE DOWN,boscombe-down,wiltshire,51.162,-1.755,126,1978,2017
00891,MARLBOROUGH,marlborough,wiltshire,51.416,-1.735,129,1921,1996
00892,PORTON,porton,wiltshire,51.128,-1.701,111,1921,1980
00894,UPPER KILLEYAN,upper-killeyan,argyll-in-strathclyde-region,55.595,-6.317,90,1979,1987
00908,MACHRIHANISH,machrihanish,argyll-in-strathclyde-region,55.441,-5.697,10,2000,2018
00915,LOCHGILPHEAD,lochgilphead,argyll-in-strathclyde-region,56.034,-5.428,6,2011,2018
00918,DUNSTAFFNAGE,dunstaffnage,argyll-in-strathclyde-region,56.45,-5.44,3,1980,2018
00925,"BENMORE, FORESTRY SCHOOL",benmore-forestry-school,argyll-in-strathclyde-region,56.024,-4.989,14,1959,1965
00926,"BENMORE, YOUNGER BOTANIC GARDEN",benmore-younger-botanic-garden,argyll-in-strathclyde-region,56.028,-4.985,12,1977,2018
00928,ARDENTINNY,ardentinny,argyll-in-strathclyde-region,56.046,-4.914,5,1980,1997
17320,STOUGHTON LODGE,stoughton-lodge,leicestershire,52.618,-1.058,103,1996,1999
00937,ARRAN: BRODICK CASTLE,arran-brodick-castle,buteshire,55.592,-5.154,15,1965,2018
00939,BUTE: ROTHESAY,bute-rothesay,buteshire,55.839,-5.064,43,1959,2013
00940,GT CUMBRAE: MILLPORT,gt-cumbrae-millport,buteshire,55.749,-4.908,5,1998,2000
00949,"GARTOCHARN, PORTNELLAN FARM",gartocharn-portnellan-farm,dunbartonshire,56.048,-4.567,40,1994,2018
00950,ARROCHYMORE,arrochymore,stirling-in-central-region,56.093,-4.549,30,1973,1991
00951,KIRKINTILLOCH,kirkintilloch,dunbartonshire,55.943,-4.139,60,1977,1984
00954,MUGDOCK PARK,mugdock-park,stirling-in-central-region,55.973,-4.33,165,1990,2018
00957,"STIRLING, BATTERFLATS",stirling-batterflats,stirling-in-central-region,56.11,-3.954,38,1960,1982
00958,STIRLING,stirling,stirling-in-central-region,56.12,-3.943,46,1959,1969
00959,"PARKHEAD, STIRLING UNIVERSITY",parkhead-stirling-university,stirling-in-central-region,56.149,-3.907,35,1971,2004
00964,GREENOCK MRCC,greenock-mrcc,renfrewshire,55.962,-4.794,5,1998,1998
00968,PAISLEY,paisley,renfrewshire,55.845,-4.431,32,1914,2011
00971,ABBOTSINCH,abbotsinch,renfrewshire,55.869,-4.431,5,1982,1999
00972,POLLOK COUNTRY PARK,pollok-country-park,renfrewshire,55.825,-4.315,16,2008,2008
00980,"MOTHERWELL, STRATHCLYDE PARK",motherwell-strathclyde-park,lanarkshire,55.786,-4.023,22,2009,2015
00982,SALSBURGH,salsburgh,lanarkshire,55.861,-3.875,277,2011,2011
00986,CRAWFORDJOHN,crawfordjohn,lanarkshire,55.496,-3.776,274,1961,1982
00987,DRUMALBIN,drumalbin,lanarkshire,55.627,-3.736,245,1991,2018
00991,CARNWATH,carnwath,lanarkshire,55.7,-3.634,208,1970,2006
