summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Precipitation - GEAR (kg m-2 s-1)
2001-06-30,0.000024305555
2001-07-01,0.0000034722223
2001-07-02,0.0000011574074
2001-07-03,0.00008333333
2001-07-04,0.000005787037
2001-07-05,0.0000023148148
2001-07-06,0.000109953704
2001-07-07,0.000010416667
2001-07-08,0.0000011574074
2001-07-09,0
2001-07-10,0.00009490741
2001-07-11,0.000109953704
2001-07-12,0.000091435184
2001-07-13,0.000039351853
2001-07-14,0.000037037036
2001-07-15,0.000032407406
2001-07-16,0.000020833333
2001-07-17,0.000032407406
2001-07-18,0.000016203703
2001-07-19,0.0000011574074
2001-07-20,0.000041666666
2001-07-21,0.000005787037
2001-07-22,0.0000034722223
2001-07-23,0.000013888889
2001-07-24,0.0000034722223
2001-07-25,0.0000011574074
2001-07-26,0.0000069444445
2001-07-27,0.0000011574074
2001-07-28,0
2001-07-29,0
2001-07-30,0.00009722222
2001-07-31,0.0000011574074
2001-08-01,0.0000023148148
2001-08-02,0.000013888889
2001-08-03,0
2001-08-04,0.000009259259
2001-08-05,0
2001-08-06,0.000020833333
2001-08-07,0.00022685186
2001-08-08,0.000081018516
2001-08-09,0.000013888889
2001-08-10,0.0000023148148
2001-08-11,0.000032407406
2001-08-12,0.000069444446
2001-08-13,0.00015740741
2001-08-14,0.0000011574074
2001-08-15,0.000038194445
2001-08-16,0.0000011574074
2001-08-17,0.0000011574074
2001-08-18,0.00006828704
2001-08-19,0.00038310184
2001-08-20,0
2001-08-21,0.0000011574074
2001-08-22,0.0000011574074
2001-08-23,0.0000011574074
2001-08-24,0
2001-08-25,0.00006712963
2001-08-26,0
2001-08-27,0
2001-08-28,0
2001-08-29,0.000017361112
2001-08-30,0.000035879628
2001-08-31,0.0000011574074
2001-09-01,0.00003125
2001-09-02,0
2001-09-03,0.0000011574074
2001-09-04,0.000008101852
2001-09-05,0
2001-09-06,0.000010416667
2001-09-07,0.000010416667
2001-09-08,0
2001-09-09,0
2001-09-10,0.0000023148148
2001-09-11,0
2001-09-12,0.000042824075
2001-09-13,0.000009259259
2001-09-14,0.000033564815
2001-09-15,0.0000023148148
2001-09-16,0.000016203703
2001-09-17,0
2001-09-18,0.0000011574074
2001-09-19,0.00010185185
2001-09-20,0.000079861115
2001-09-21,0.0000023148148
2001-09-22,0
2001-09-23,0.00002662037
2001-09-24,0.00003125
2001-09-25,0.000063657404
2001-09-26,0.0000034722223
2001-09-27,0.00002662037
2001-09-28,0.000011574074
2001-09-29,0.000009259259
2001-09-30,0.00007638889
2001-10-01,0.000012731482
2001-10-02,0.000028935185
2001-10-03,0.000033564815
2001-10-04,0.000009259259
2001-10-05,0.0000625
2001-10-06,0.00008333333
2001-10-07,0.00024421298
2001-10-08,0.0000034722223
2001-10-09,0.000010416667
2001-10-10,0.0000034722223
2001-10-11,0.0000069444445
2001-10-12,0.0000046296295
2001-10-13,0.0000011574074
2001-10-14,0.000063657404
2001-10-15,0.000030092593
2001-10-16,0.0000011574074
2001-10-17,0.000019675927
2001-10-18,0.000042824075
2001-10-19,0.000043981483
2001-10-20,0.00009606482
2001-10-21,0.00019560185
2001-10-22,0.000041666666
2001-10-23,0.000033564815
2001-10-24,0
2001-10-25,0.000009259259
2001-10-26,0.000017361112
2001-10-27,0.0000011574074
2001-10-28,0
2001-10-29,0
2001-10-30,0.000042824075
2001-10-31,0
2001-11-01,0
2001-11-02,0.0000023148148
2001-11-03,0.0000023148148
2001-11-04,0.0000046296295
2001-11-05,0.000040509258
2001-11-06,0
2001-11-07,0.00014236111
2001-11-08,0.000012731482
2001-11-09,0.000033564815
2001-11-10,0.0000011574074
2001-11-11,0.00002662037
2001-11-12,0.00005787037
2001-11-13,0
2001-11-14,0.0000011574074
2001-11-15,0
2001-11-16,0
2001-11-17,0.0000034722223
2001-11-18,0.00010300926
2001-11-19,0.00002662037
