summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Precipitation - GEAR (kg m-2 s-1)
2002-06-30,0.000079861115
2002-07-01,0.000038194445
2002-07-02,0.000035879628
2002-07-03,0.000008101852
2002-07-04,0.0000023148148
2002-07-05,0.0000011574074
2002-07-06,0.0000150462965
2002-07-07,0.000027777778
2002-07-08,0.0000011574074
2002-07-09,0.0000034722223
2002-07-10,0.0000011574074
2002-07-11,0.0000046296295
2002-07-12,0.000011574074
2002-07-13,0
2002-07-14,0
2002-07-15,0
2002-07-16,0.0000011574074
2002-07-17,0.00005324074
2002-07-18,0.000046296296
2002-07-19,0.000078703706
2002-07-20,0.000082175924
2002-07-21,0.000025462963
2002-07-22,0.00008564815
2002-07-23,0.000032407406
2002-07-24,0.000005787037
2002-07-25,0
2002-07-26,0
2002-07-27,0
2002-07-28,0.00009375
2002-07-29,0.000005787037
2002-07-30,0.00022453704
2002-07-31,0.000038194445
2002-08-01,0.000010416667
2002-08-02,0.00033449073
2002-08-03,0.0000069444445
2002-08-04,0.0000011574074
2002-08-05,0.0000011574074
2002-08-06,0.000081018516
2002-08-07,0.0000011574074
2002-08-08,0.000017361112
2002-08-09,0.00007523148
2002-08-10,0.0000023148148
2002-08-11,0.000119212964
2002-08-12,0.0000023148148
2002-08-13,0.000108796296
2002-08-14,0.000010416667
2002-08-15,0
2002-08-16,0.0000011574074
2002-08-17,0.0000023148148
2002-08-18,0.000119212964
2002-08-19,0.0000011574074
2002-08-20,0
2002-08-21,0
2002-08-22,0.000028935185
2002-08-23,0.000013888889
2002-08-24,0.000013888889
2002-08-25,0
2002-08-26,0
2002-08-27,0
2002-08-28,0.000005787037
2002-08-29,0.000042824075
2002-08-30,0.00015740741
2002-08-31,0
2002-09-01,0
2002-09-02,0
2002-09-03,0
2002-09-04,0.000010416667
2002-09-05,0.00002662037
2002-09-06,0.000005787037
2002-09-07,0.000050925926
2002-09-08,0.000005787037
2002-09-09,0.00020949074
2002-09-10,0.0000011574074
2002-09-11,0
2002-09-12,0.0000011574074
2002-09-13,0
2002-09-14,0.0000011574074
2002-09-15,0.0000034722223
2002-09-16,0.0000011574074
2002-09-17,0
2002-09-18,0
2002-09-19,0
2002-09-20,0
2002-09-21,0
2002-09-22,0
2002-09-23,0
2002-09-24,0
2002-09-25,0.000012731482
2002-09-26,0
2002-09-27,0
2002-09-28,0
2002-09-29,0
2002-09-30,0.0000011574074
2002-10-01,0
2002-10-02,0.000013888889
2002-10-03,0.0000046296295
2002-10-04,0.000008101852
2002-10-05,0.0000034722223
2002-10-06,0
2002-10-07,0.0000034722223
2002-10-08,0.0000011574074
2002-10-09,0.0000011574074
2002-10-10,0.0000069444445
2002-10-11,0.0002789352
2002-10-12,0.00010648148
2002-10-13,0.000028935185
2002-10-14,0.000060185186
2002-10-15,0.0000775463
2002-10-16,0.000019675927
2002-10-17,0.000020833333
2002-10-18,0
2002-10-19,0
2002-10-20,0.00010185185
2002-10-21,0.0004664352
2002-10-22,0.00021527777
2002-10-23,0.000047453705
2002-10-24,0.00013541666
2002-10-25,0.00007523148
2002-10-26,0.00016203703
2002-10-27,0.000032407406
2002-10-28,0.000040509258
2002-10-29,0.000030092593
2002-10-30,0.0000011574074
2002-10-31,0.000005787037
2002-11-01,0.000042824075
2002-11-02,0.000091435184
2002-11-03,0.0000023148148
2002-11-04,0.000008101852
2002-11-05,0.00007523148
2002-11-06,0.000012731482
2002-11-07,0.000017361112
2002-11-08,0.000049768518
2002-11-09,0.000050925926
2002-11-10,0.0000011574074
2002-11-11,0.000033564815
2002-11-12,0.000017361112
2002-11-13,0.00005324074
2002-11-14,0.00019791667
2002-11-15,0.0000034722223
2002-11-16,0.000009259259
2002-11-17,0.000009259259
2002-11-18,0.0000011574074
2002-11-19,0
2002-11-20,0.000061342595
2002-11-21,0.00009837963
2002-11-22,0.000011574074
2002-11-23,0.0000011574074
2002-11-24,0
2002-11-25,0.000011574074
2002-11-26,0.000012731482
2002-11-27,0.000019675927
2002-11-28,0.000013888889
2002-11-29,0.0000023148148
2002-11-30,0.00005324074
2002-12-01,0.00016898148
2002-12-02,0.00005324074
2002-12-03,0.000040509258
2002-12-04,0.000009259259
2002-12-05,0.000016203703
2002-12-06,0.000005787037
2002-12-07,0.000010416667
2002-12-08,0.0000011574074
2002-12-09,0.000011574074
2002-12-10,0
2002-12-11,0
2002-12-12,0
2002-12-13,0.000005787037
2002-12-14,0.0000011574074
2002-12-15,0.000100694444
2002-12-16,0.000038194445
2002-12-17,0.0000011574074
2002-12-18,0
2002-12-19,0
2002-12-20,0
2002-12-21,0.0000625
2002-12-22,0.000024305555
2002-12-23,0.000020833333
2002-12-24,0.000012731482
2002-12-25,0.0000069444445
2002-12-26,0.00007407407
2002-12-27,0.0000625
2002-12-28,0.0000046296295
2002-12-29,0.000025462963
2002-12-30,0.0000034722223
2002-12-31,0.000017361112
2003-01-01,0.00009606482
2003-01-02,0.000052083335
2003-01-03,0.000008101852
2003-01-04,0.0000011574074
2003-01-05,0.0000034722223
2003-01-06,0
2003-01-07,0.000011574074
2003-01-08,0.00014930556
2003-01-09,0.0000011574074
2003-01-10,0
2003-01-11,0.0000011574074
2003-01-12,0.000012731482
2003-01-13,0.000013888889
2003-01-14,0.000030092593
2003-01-15,0.000039351853
2003-01-16,0.000054398148
2003-01-17,0.000023148148
2003-01-18,0.00007523148
2003-01-19,0.000016203703
2003-01-20,0.000028935185
2003-01-21,0.000046296296
2003-01-22,0.00021759259
2003-01-23,0.0000023148148
2003-01-24,0.000037037036
2003-01-25,0.000023148148
2003-01-26,0.000009259259
2003-01-27,0.000043981483
2003-01-28,0.0000023148148
2003-01-29,0
2003-01-30,0
2003-01-31,0.0000011574074
2003-02-01,0.00012731481
2003-02-02,0.000069444446
2003-02-03,0.0000034722223
2003-02-04,0
2003-02-05,0.0000034722223
2003-02-06,0.0000034722223
2003-02-07,0
2003-02-08,0.00008333333
2003-02-09,0.0000011574074
2003-02-10,0.0000150462965
2003-02-11,0.0000069444445
2003-02-12,0.0000011574074
2003-02-13,0.0000011574074
2003-02-14,0
2003-02-15,0.0000011574074
2003-02-16,0
2003-02-17,0
2003-02-18,0
2003-02-19,0
2003-02-20,0
2003-02-21,0.0000011574074
2003-02-22,0
2003-02-23,0.0000011574074
2003-02-24,0.0000011574074
2003-02-25,0
2003-02-26,0
2003-02-27,0
2003-02-28,0.0000150462965
2003-03-01,0.00008449074
2003-03-02,0.0000023148148
2003-03-03,0.0000046296295
2003-03-04,0.000021990742
2003-03-05,0.0000069444445
2003-03-06,0.0000034722223
2003-03-07,0.000012731482
2003-03-08,0.000024305555
2003-03-09,0.00002662037
2003-03-10,0.000045138888
2003-03-11,0.000038194445
2003-03-12,0
2003-03-13,0
2003-03-14,0
2003-03-15,0
2003-03-16,0
2003-03-17,0.0000011574074
2003-03-18,0
2003-03-19,0
2003-03-20,0
2003-03-21,0
2003-03-22,0
2003-03-23,0
2003-03-24,0
2003-03-25,0
2003-03-26,0
2003-03-27,0
2003-03-28,0
2003-03-29,0
2003-03-30,0
2003-03-31,0.00008680556
2003-04-01,0.000008101852
2003-04-02,0.0000011574074
2003-04-03,0
2003-04-04,0
2003-04-05,0
2003-04-06,0
2003-04-07,0
2003-04-08,0
2003-04-09,0
2003-04-10,0
2003-04-11,0
2003-04-12,0
2003-04-13,0
2003-04-14,0
2003-04-15,0
2003-04-16,0
2003-04-17,0
2003-04-18,0
2003-04-19,0
2003-04-20,0
2003-04-21,0.0000069444445
2003-04-22,0.0000034722223
2003-04-23,0.0000011574074
2003-04-24,0.000005787037
2003-04-25,0.00003125
2003-04-26,0.0000046296295
