summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2010-06-30,3.064608
2010-07-01,2.1154485
2010-07-02,3.7130322
2010-07-03,3.0866673
2010-07-04,2.3018916
2010-07-05,2.936882
2010-07-06,1.1960952
2010-07-07,3.4380627
2010-07-08,3.1092775
2010-07-09,1.739044
2010-07-10,1.3751132
2010-07-11,2.3391576
2010-07-12,2.0456123
2010-07-13,2.6348934
2010-07-14,1.4954183
2010-07-15,1.7752895
2010-07-16,2.1167288
2010-07-17,2.5219858
2010-07-18,2.04871
2010-07-19,1.4306915
2010-07-20,2.142632
2010-07-21,1.6005445
2010-07-22,2.4788268
2010-07-23,3.0454226
2010-07-24,1.5663536
2010-07-25,1.5677769
2010-07-26,1.3954656
2010-07-27,2.2859368
2010-07-28,1.6337391
2010-07-29,2.188694
2010-07-30,1.3443849
2010-07-31,1.697741
2010-08-01,1.7714651
2010-08-02,1.6293693
2010-08-03,1.8299783
2010-08-04,2.0870452
2010-08-05,2.1054707
2010-08-06,1.2360101
2010-08-07,1.997537
2010-08-08,2.4552748
2010-08-09,1.7669199
2010-08-10,2.1367803
2010-08-11,1.5826988
2010-08-12,2.2343688
2010-08-13,2.2295778
2010-08-14,1.9532932
2010-08-15,2.9779775
2010-08-16,1.2736037
2010-08-17,1.831353
2010-08-18,1.8556287
2010-08-19,2.3268425
2010-08-20,2.1555152
2010-08-21,2.7432575
2010-08-22,2.1660922
2010-08-23,1.0559194
2010-08-24,1.6360116
2010-08-25,1.7725772
2010-08-26,1.9301207
2010-08-27,1.9926258
2010-08-28,1.5194533
2010-08-29,2.599703
2010-08-30,2.1703389
2010-08-31,2.067715
