summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2008-06-30,2.5008888
2008-07-01,2.3054419
2008-07-02,2.5999913
2008-07-03,2.03669
2008-07-04,3.1406667
2008-07-05,2.6051002
2008-07-06,1.953675
2008-07-07,2.0692365
2008-07-08,2.4558215
2008-07-09,2.092372
2008-07-10,1.5419258
2008-07-11,2.020818
2008-07-12,2.3513837
2008-07-13,2.8125117
2008-07-14,1.9655421
2008-07-15,2.9324658
2008-07-16,2.311897
2008-07-17,1.8054619
2008-07-18,1.3187337
2008-07-19,2.4152613
2008-07-20,2.9734979
2008-07-21,3.4879375
2008-07-22,2.1414938
2008-07-23,2.1763399
2008-07-24,3.2838588
2008-07-25,3.37538
2008-07-26,1.7880731
2008-07-27,2.707772
2008-07-28,3.4190688
2008-07-29,2.0724726
2008-07-30,2.009377
2008-07-31,1.7665596
2008-08-01,1.594789
2008-08-02,2.1390786
2008-08-03,2.052993
2008-08-04,2.5229833
2008-08-05,1.8580163
2008-08-06,0.49846312
2008-08-07,1.4110482
2008-08-08,1.7301674
2008-08-09,1.3350291
2008-08-10,2.128666
2008-08-11,1.8505436
2008-08-12,1.4284484
2008-08-13,1.6233953
2008-08-14,1.8195447
2008-08-15,1.2230077
2008-08-16,1.9299829
2008-08-17,2.0956793
2008-08-18,1.4424477
2008-08-19,1.3718064
2008-08-20,1.2666528
2008-08-21,1.6097565
2008-08-22,1.5816779
2008-08-23,1.9646423
2008-08-24,2.1766293
2008-08-25,1.9461118
2008-08-26,0.5375664
2008-08-27,1.3787506
2008-08-28,1.6502757
2008-08-29,1.2428608
2008-08-30,1.0875434
2008-08-31,0.8459798
2008-09-01,1.6045723
2008-09-02,1.4363327
2008-09-03,1.287543
2008-09-04,1.4300727
2008-09-05,1.2961335
2008-09-06,1.8024663
2008-09-07,1.1539229
2008-09-08,1.1004106
2008-09-09,1.198603
2008-09-10,1.5228978
2008-09-11,1.6889281
2008-09-12,1.0993788
2008-09-13,0.8031443
2008-09-14,0.9360571
2008-09-15,0.35179645
2008-09-16,0.62758553
2008-09-17,0.5939991
2008-09-18,0.8536442
2008-09-19,0.74846077
2008-09-20,0.9245843
2008-09-21,1.0930817
2008-09-22,1.0822433
2008-09-23,0.73864985
2008-09-24,0.6616864
2008-09-25,0.62298274
2008-09-26,0.9527307
2008-09-27,0.9509704
2008-09-28,0.8805965
2008-09-29,1.0113108
2008-09-30,0.9675045
2008-10-01,1.0674706
2008-10-02,1.1134996
2008-10-03,1.5220556
2008-10-04,0.8919409
2008-10-05,0.7722652
2008-10-06,0.7305368
2008-10-07,0.49413866
2008-10-08,0.86984456
2008-10-09,0.7500063
2008-10-10,0.6898309
2008-10-11,0.8690014
2008-10-12,0.5083339
2008-10-13,0.8922838
2008-10-14,0.2497581
2008-10-15,0.6380821
2008-10-16,1.0152024
2008-10-17,0.62941986
2008-10-18,0.96158844
2008-10-19,0.97803164
2008-10-20,1.2746826
2008-10-21,1.0716479
2008-10-22,0.7775233
2008-10-23,1.1980361
2008-10-24,1.6313587
2008-10-25,1.1472588
2008-10-26,1.0386546
2008-10-27,0.5871168
2008-10-28,0.4418866
2008-10-29,0.484958
2008-10-30,0.33407897
2008-10-31,0.36593452
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0.049380977
2008-11-05,0.0071265656
2008-11-06,0
2008-11-07,0.7444376
2008-11-08,0.6707719
2008-11-09,0.96040344
