summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Precipitation - GEAR (kg m-2 s-1)
2005-06-30,0.00013773148
2005-07-01,0
2005-07-02,0.000016203703
2005-07-03,0.0000011574074
2005-07-04,0.0000023148148
2005-07-05,0.00009722222
2005-07-06,0.00006828704
2005-07-07,0
2005-07-08,0
2005-07-09,0
2005-07-10,0
2005-07-11,0
2005-07-12,0
2005-07-13,0
2005-07-14,0.0000034722223
2005-07-15,0
2005-07-16,0
2005-07-17,0.0000023148148
2005-07-18,0.000010416667
2005-07-19,0.000016203703
2005-07-20,0
2005-07-21,0
2005-07-22,0.0000023148148
2005-07-23,0
2005-07-24,0
2005-07-25,0
2005-07-26,0
2005-07-27,0.0000069444445
2005-07-28,0.00007407407
2005-07-29,0.00017361112
2005-07-30,0.000011574074
2005-07-31,0
2005-08-01,0.0000011574074
2005-08-02,0.0000034722223
2005-08-03,0.0000011574074
2005-08-04,0.000013888889
2005-08-05,0.0000034722223
2005-08-06,0.000011574074
2005-08-07,0
2005-08-08,0
2005-08-09,0.000023148148
2005-08-10,0.0000023148148
2005-08-11,0.000028935185
2005-08-12,0.000042824075
2005-08-13,0.000023148148
2005-08-14,0.0000023148148
2005-08-15,0.0000011574074
2005-08-16,0
2005-08-17,0.0000069444445
2005-08-18,0.000010416667
2005-08-19,0.000030092593
2005-08-20,0
2005-08-21,0.000028935185
2005-08-22,0
2005-08-23,0.000078703706
2005-08-24,0.000010416667
2005-08-25,0.0000046296295
2005-08-26,0.000019675927
2005-08-27,0.000011574074
2005-08-28,0.000045138888
2005-08-29,0
2005-08-30,0
2005-08-31,0.000018518518
2005-09-01,0
2005-09-02,0
2005-09-03,0
2005-09-04,0
2005-09-05,0.0000034722223
2005-09-06,0.0000046296295
2005-09-07,0.000019675927
2005-09-08,0.000059027778
2005-09-09,0.00012384259
2005-09-10,0.0000011574074
2005-09-11,0
2005-09-12,0.0000011574074
2005-09-13,0.0000069444445
2005-09-14,0.000024305555
2005-09-15,0.000025462963
2005-09-16,0.000008101852
2005-09-17,0.000019675927
2005-09-18,0
2005-09-19,0.000025462963
2005-09-20,0
2005-09-21,0
2005-09-22,0.000017361112
2005-09-23,0.000010416667
2005-09-24,0
2005-09-25,0
2005-09-26,0.00007407407
2005-09-27,0.000034722223
2005-09-28,0.000008101852
2005-09-29,0.000021990742
2005-09-30,0.000012731482
2005-10-01,0
2005-10-02,0
2005-10-03,0
2005-10-04,0
2005-10-05,0
2005-10-06,0
2005-10-07,0.000025462963
2005-10-08,0.0000034722223
2005-10-09,0.0000023148148
2005-10-10,0.00013194444
2005-10-11,0.00073842594
2005-10-12,0.000090277776
2005-10-13,0.0000011574074
2005-10-14,0
2005-10-15,0
2005-10-16,0
2005-10-17,0
2005-10-18,0.000016203703
2005-10-19,0.0000150462965
2005-10-20,0
2005-10-21,0.00011342593
2005-10-22,0.000060185186
2005-10-23,0.00010300926
2005-10-24,0.00013078704
2005-10-25,0.000052083335
2005-10-26,0.000013888889
2005-10-27,0
2005-10-28,0.000059027778
2005-10-29,0.000018518518
2005-10-30,0.000072916664
2005-10-31,0.0000069444445
2005-11-01,0.000045138888
2005-11-02,0.00011574074
2005-11-03,0.000017361112
2005-11-04,0.000016203703
2005-11-05,0.000021990742
2005-11-06,0.00002662037
2005-11-07,0.000070601855
2005-11-08,0.000071759256
2005-11-09,0.000008101852
2005-11-10,0.000035879628
2005-11-11,0.000033564815
2005-11-12,0.0000034722223
2005-11-13,0.0000023148148
2005-11-14,0.000016203703
2005-11-15,0.0000011574074
2005-11-16,0
2005-11-17,0
2005-11-18,0
2005-11-19,0
2005-11-20,0.0000011574074
2005-11-21,0
2005-11-22,0.0000011574074
2005-11-23,0.0000046296295
2005-11-24,0.000005787037
2005-11-25,0.00016435185
2005-11-26,0.00013657408
2005-11-27,0
2005-11-28,0.0000011574074
2005-11-29,0.0000034722223
2005-11-30,0
2005-12-01,0.000038194445
2005-12-02,0.000059027778
2005-12-03,0.000071759256
2005-12-04,0.0000046296295
2005-12-05,0.00010763889
2005-12-06,0
2005-12-07,0.0000011574074
2005-12-08,0.000005787037
2005-12-09,0.000008101852
2005-12-10,0
2005-12-11,0.000012731482
2005-12-12,0.0000023148148
2005-12-13,0
2005-12-14,0.0000011574074
2005-12-15,0
2005-12-16,0
2005-12-17,0
2005-12-18,0.000008101852
2005-12-19,0
2005-12-20,0.000021990742
2005-12-21,0.000013888889
2005-12-22,0.000046296296
2005-12-23,0.0000011574074
2005-12-24,0.0000011574074
2005-12-25,0
2005-12-26,0.000027777778
2005-12-27,0.0000011574074
2005-12-28,0.0000011574074
