summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Precipitation - GEAR (kg m-2 s-1)
2009-06-30,0.0000011574074
2009-07-01,0.000013888889
2009-07-02,0
2009-07-03,0.000045138888
2009-07-04,0
2009-07-05,0.000035879628
2009-07-06,0.00026157408
2009-07-07,0.0000046296295
2009-07-08,0.0000023148148
2009-07-09,0
2009-07-10,0
2009-07-11,0.00008680556
2009-07-12,0.0000011574074
2009-07-13,0.00007638889
2009-07-14,0.000017361112
2009-07-15,0.000052083335
2009-07-16,0.00010763889
2009-07-17,0.00022800926
2009-07-18,0.000079861115
2009-07-19,0.000018518518
2009-07-20,0.000005787037
2009-07-21,0.00014236111
2009-07-22,0.000038194445
2009-07-23,0.00021527777
2009-07-24,0.00012384259
2009-07-25,0.000040509258
2009-07-26,0.000005787037
2009-07-27,0.0000046296295
2009-07-28,0.000047453705
2009-07-29,0.000005787037
2009-07-30,0.0000069444445
2009-07-31,0.00005787037
2009-08-01,0.0000069444445
2009-08-02,0
2009-08-03,0.000008101852
2009-08-04,0.0000069444445
2009-08-05,0
2009-08-06,0
2009-08-07,0.000010416667
2009-08-08,0.0000011574074
2009-08-09,0.00016435185
2009-08-10,0.000013888889
2009-08-11,0.000009259259
2009-08-12,0.0000034722223
2009-08-13,0.0000023148148
2009-08-14,0.00017013888
2009-08-15,0.000045138888
2009-08-16,0.000060185186
2009-08-17,0.000032407406
2009-08-18,0.000005787037
2009-08-19,0.00011226852
2009-08-20,0.000125
2009-08-21,0.000011574074
2009-08-22,0.000042824075
2009-08-23,0.000049768518
2009-08-24,0
2009-08-25,0.000038194445
2009-08-26,0.000023148148
2009-08-27,0.000054398148
2009-08-28,0
2009-08-29,0.0000023148148
2009-08-30,0.000011574074
2009-08-31,0.000040509258
2009-09-01,0.000016203703
2009-09-02,0.00026504628
2009-09-03,0.00035069443
2009-09-04,0.000024305555
2009-09-05,0.0000011574074
2009-09-06,0.000043981483
2009-09-07,0.000008101852
2009-09-08,0.000039351853
2009-09-09,0
2009-09-10,0
2009-09-11,0
2009-09-12,0
2009-09-13,0
2009-09-14,0
2009-09-15,0.0000034722223
2009-09-16,0
2009-09-17,0
2009-09-18,0
2009-09-19,0.0000023148148
2009-09-20,0
2009-09-21,0.0000034722223
2009-09-22,0.000008101852
2009-09-23,0.0000023148148
2009-09-24,0.0000011574074
2009-09-25,0
2009-09-26,0
