summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Precipitation - GEAR (kg m-2 s-1)
2004-06-30,0.000033564815
2004-07-01,0.000008101852
2004-07-02,0.000056712965
2004-07-03,0.00014236111
2004-07-04,0.00006828704
2004-07-05,0.000032407406
2004-07-06,0.000017361112
2004-07-07,0.0000046296295
2004-07-08,0.0000011574074
2004-07-09,0.000017361112
2004-07-10,0.000008101852
2004-07-11,0.0000023148148
2004-07-12,0
2004-07-13,0.0000150462965
2004-07-14,0
2004-07-15,0.0000023148148
2004-07-16,0.00002662037
2004-07-17,0.000043981483
2004-07-18,0
2004-07-19,0.00002662037
2004-07-20,0.000009259259
2004-07-21,0
2004-07-22,0.000011574074
2004-07-23,0
2004-07-24,0.000037037036
2004-07-25,0.000008101852
2004-07-26,0
2004-07-27,0.0000023148148
2004-07-28,0.000005787037
2004-07-29,0.000013888889
2004-07-30,0.0000011574074
2004-07-31,0.0000011574074
2004-08-01,0
2004-08-02,0.0000011574074
2004-08-03,0.0002962963
2004-08-04,0.0000023148148
2004-08-05,0.000024305555
2004-08-06,0
2004-08-07,0
2004-08-08,0.000021990742
2004-08-09,0.00033564816
2004-08-10,0.00008333333
2004-08-11,0.000021990742
2004-08-12,0.0001712963
2004-08-13,0.0000011574074
2004-08-14,0.0000034722223
2004-08-15,0.00003125
2004-08-16,0.00002662037
2004-08-17,0.00007523148
2004-08-18,0.00012384259
2004-08-19,0.000054398148
2004-08-20,0.000009259259
2004-08-21,0
2004-08-22,0
2004-08-23,0.00005787037
2004-08-24,0.00003125
2004-08-25,0
2004-08-26,0.00007638889
2004-08-27,0
2004-08-28,0.0000034722223
2004-08-29,0.000013888889
2004-08-30,0.0000069444445
2004-08-31,0
2004-09-01,0
2004-09-02,0.0000011574074
2004-09-03,0
2004-09-04,0
2004-09-05,0.000046296296
2004-09-06,0.0000011574074
2004-09-07,0
2004-09-08,0
2004-09-09,0
2004-09-10,0.000020833333
2004-09-11,0.0000046296295
2004-09-12,0.000018518518
2004-09-13,0.0000046296295
2004-09-14,0.000069444446
2004-09-15,0.0000034722223
2004-09-16,0.000046296296
2004-09-17,0.000061342595
2004-09-18,0.000020833333
2004-09-19,0.000081018516
2004-09-20,0.000010416667
2004-09-21,0.0000034722223
2004-09-22,0.000012731482
2004-09-23,0.0000011574074
