summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2011-06-30,3.2374744
2011-07-01,2.237836
2011-07-02,1.7164426
2011-07-03,2.025176
2011-07-04,2.5929368
2011-07-05,3.9229295
2011-07-06,3.2445674
2011-07-07,4.3094273
2011-07-08,2.4347482
2011-07-09,2.8563147
2011-07-10,2.4841986
2011-07-11,2.417358
2011-07-12,2.7447593
2011-07-13,2.2350466
2011-07-14,2.1275935
2011-07-15,3.4229336
2011-07-16,3.632013
2011-07-17,3.3428695
2011-07-18,3.4818249
2011-07-19,2.8618116
2011-07-20,2.463929
2011-07-21,2.1346686
2011-07-22,2.3141303
2011-07-23,3.5997016
2011-07-24,3.90842
2011-07-25,2.858306
2011-07-26,2.3230453
2011-07-27,1.8927045
2011-07-28,2.5621004
2011-07-29,2.1494617
2011-07-30,1.9868174
2011-07-31,3.1121888
2011-08-01,1.8582343
2011-08-02,1.4907082
2011-08-03,1.9209766
2011-08-04,2.455025
2011-08-05,3.8285255
2011-08-06,1.9500073
2011-08-07,3.3280091
2011-08-08,5.4324665
2011-08-09,4.1092887
2011-08-10,4.5594115
2011-08-11,3.9946175
2011-08-12,3.3920295
2011-08-13,4.5527587
2011-08-14,3.2844694
2011-08-15,3.3952353
2011-08-16,2.9276981
2011-08-17,2.7319543
2011-08-18,1.6443912
2011-08-19,3.8439891
2011-08-20,4.5804157
2011-08-21,3.4555533
2011-08-22,2.1647127
2011-08-23,2.5982356
2011-08-24,2.8025527
2011-08-25,1.9510607
2011-08-26,1.7495141
2011-08-27,2.6648638
2011-08-28,6.4970345
2011-08-29,5.0512447
2011-08-30,3.5552416
2011-08-31,1.4591959
2011-09-01,1.974722
2011-09-02,4.1830287
2011-09-03,3.4650311
2011-09-04,1.847385
2011-09-05,3.2090685
2011-09-06,8.240806
2011-09-07,6.327343
2011-09-08,3.7059019
2011-09-09,2.6807144
2011-09-10,4.619797
2011-09-11,6.8021216
2011-09-12,9.083509
2011-09-13,8.60012
2011-09-14,5.553073
2011-09-15,2.0254102
2011-09-16,4.6273737
2011-09-17,2.8820865
2011-09-18,2.4853766
2011-09-19,3.904294
2011-09-20,4.684266
2011-09-21,6.800273
2011-09-22,5.7480145
2011-09-23,4.9066706
2011-09-24,4.4396048
2011-09-25,4.8090234
2011-09-26,4.1914816
2011-09-27,4.548098
2011-09-28,4.1683507
2011-09-29,3.639743
2011-09-30,2.6213405
2011-10-01,1.6841844
2011-10-02,2.2270396
2011-10-03,6.165902
2011-10-04,6.51392
2011-10-05,7.6931825
2011-10-06,7.1295047
2011-10-07,5.2036395
2011-10-08,3.0225742
2011-10-09,5.079032
2011-10-10,4.468741
2011-10-11,4.1090918
2011-10-12,1.9627357
2011-10-13,2.112095
2011-10-14,3.3789296
2011-10-15,4.2532873
2011-10-16,4.152974
2011-10-17,6.846819
2011-10-18,7.457409
2011-10-19,4.537827
2011-10-20,3.722752
2011-10-21,6.5412993
2011-10-22,6.76565
2011-10-23,5.6175456
2011-10-24,7.7428226
2011-10-25,5.619154
2011-10-26,2.853031
2011-10-27,3.491898
2011-10-28,4.4457536
2011-10-29,5.9910073
2011-10-30,5.0261188
2011-10-31,5.025483
2011-11-01,3.5970342
2011-11-02,5.4889693
2011-11-03,4.8252892
2011-11-04,2.1376595
2011-11-05,1.6634581
2011-11-06,1.3142562
2011-11-07,1.371589
2011-11-08,3.4343607
2011-11-09,4.1967173
2011-11-10,3.3289785
2011-11-11,5.8709307
2011-11-12,3.5374398
2011-11-13,3.1449995
2011-11-14,3.753157
2011-11-15,3.7088816
2011-11-16,2.6904063
2011-11-17,4.9621706
2011-11-18,5.9447584
2011-11-19,2.8293688
2011-11-20,2.4444232
2011-11-21,2.56556
2011-11-22,2.8176768
2011-11-23,6.835869
2011-11-24,6.9059973
2011-11-25,6.696776
2011-11-26,9.357428
2011-11-27,8.569752
2011-11-28,6.3650584
2011-11-29,8.66549
2011-11-30,8.016391
2011-12-01,5.2560477
2011-12-02,5.3228774
2011-12-03,7.7166553
2011-12-04,5.2956553
2011-12-05,4.578121
2011-12-06,4.096429
2011-12-07,6.9109144
